Project,Package,Class,Method,Smell,Description,File
tika,org.apache.tika.server.core,TikaServerConfigTest,testBasic,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-server/tika-server-core/src/test/java/org/apache/tika/server/core/TikaServerConfigTest.java
tika,org.apache.tika.server.core,TikaServerConfigTest,testBasic,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.tika.server.core.TikaServerConfig.load; org.apache.tika.server.core.TikaServerConfig.isEnableUnsecureFeatures; org.apache.tika.server.core.TikaServerConfig.getTaskTimeoutMillis,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-server/tika-server-core/src/test/java/org/apache/tika/server/core/TikaServerConfigTest.java
tika,org.apache.tika.server.core,TikaServerConfigTest,testSupportedFetchersEmitters,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-server/tika-server-core/src/test/java/org/apache/tika/server/core/TikaServerConfigTest.java
tika,org.apache.tika.server.core,TikaServerConfigTest,testSupportedFetchersEmitters,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.tika.server.core.TikaServerConfig.load; org.apache.tika.server.core.TikaServerConfig.isEnableUnsecureFeatures; org.apache.tika.server.core.TikaServerConfig.getTaskTimeoutMillis,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-server/tika-server-core/src/test/java/org/apache/tika/server/core/TikaServerConfigTest.java
tika,org.apache.tika.server.core,TikaServerConfigTest,testPorts,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-server/tika-server-core/src/test/java/org/apache/tika/server/core/TikaServerConfigTest.java
tika,org.apache.tika.server.core,TikaServerConfigTest,testPorts,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.tika.server.core.TikaServerConfig.load; org.apache.tika.utils.ProcessUtils.escapeCommandLine,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-server/tika-server-core/src/test/java/org/apache/tika/server/core/TikaServerConfigTest.java
tika,org.apache.tika.server.core,TikaServerConfigTest,testTlsConfig,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-server/tika-server-core/src/test/java/org/apache/tika/server/core/TikaServerConfigTest.java
tika,org.apache.tika.server.core,TikaServerConfigTest,testTlsConfig,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.tika.server.core.TikaServerConfig.load; org.apache.tika.server.core.TlsConfig.getTrustStorePassword; org.apache.tika.server.core.TlsConfig.getTrustStoreFile; org.apache.tika.server.core.TlsConfig.getKeyStoreType; org.apache.tika.server.core.TlsConfig.getTrustStoreType; org.apache.tika.server.core.TlsConfig.isClientAuthenticationWanted; org.apache.tika.server.core.TlsConfig.isClientAuthenticationRequired; org.apache.tika.server.core.TikaServerConfig.getTlsConfig; org.apache.tika.server.core.TlsConfig.getKeyStorePassword; org.apache.tika.server.core.TlsConfig.getKeyStoreFile; org.apache.tika.server.core.TlsConfig.isActive,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-server/tika-server-core/src/test/java/org/apache/tika/server/core/TikaServerConfigTest.java
tika,org.apache.tika.server.core,TikaServerConfigTest,testInterpolation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-server/tika-server-core/src/test/java/org/apache/tika/server/core/TikaServerConfigTest.java
tika,org.apache.tika.server.core,TikaResourceNoStackTest,testJsonNPE,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-server/tika-server-core/src/test/java/org/apache/tika/server/core/TikaResourceNoStackTest.java
tika,org.apache.tika.server.core,TikaResourceNoStackTest,testJsonWriteLimit,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-server/tika-server-core/src/test/java/org/apache/tika/server/core/TikaResourceNoStackTest.java
tika,org.apache.tika.server.core,TikaServerAsyncIntegrationTest,testBasic,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-server/tika-server-core/src/test/java/org/apache/tika/server/core/TikaServerAsyncIntegrationTest.java
tika,org.apache.tika.serialization,TikaJsonSerializationTest,testBasic,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-serialization/src/test/java/org/apache/tika/serialization/TikaJsonSerializationTest.java
tika,org.apache.tika.serialization,JsonMetadataListTest,testListBasic,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-serialization/src/test/java/org/apache/tika/serialization/JsonMetadataListTest.java
tika,org.apache.tika.serialization,JsonMetadataListTest,testListBasic,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.tika.serialization.JsonMetadataList.fromJson; org.apache.tika.metadata.Metadata.add; org.apache.tika.serialization.JsonMetadataList.toJson,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-serialization/src/test/java/org/apache/tika/serialization/JsonMetadataListTest.java
tika,org.apache.tika.serialization,JsonMetadataListTest,testListNull,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-serialization/src/test/java/org/apache/tika/serialization/JsonMetadataListTest.java
tika,org.apache.tika.serialization,JsonMetadataListTest,testListNull,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.tika.serialization.JsonMetadataList.fromJson; org.apache.tika.serialization.JsonMetadataList.toJson,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-serialization/src/test/java/org/apache/tika/serialization/JsonMetadataListTest.java
tika,org.apache.tika.serialization,JsonMetadataListTest,testPrettyPrint,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-serialization/src/test/java/org/apache/tika/serialization/JsonMetadataListTest.java
tika,org.apache.tika.serialization,JsonMetadataListTest,testPrettyPrint,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.tika.metadata.Metadata.add; org.apache.tika.serialization.JsonMetadataList.toJson; org.apache.tika.serialization.JsonMetadataList.setPrettyPrinting,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-serialization/src/test/java/org/apache/tika/serialization/JsonMetadataListTest.java
tika,org.apache.tika.serialization,TestParseContextSerialization,testBasic,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-serialization/src/test/java/org/apache/tika/serialization/TestParseContextSerialization.java
tika,org.apache.tika.serialization,JsonMetadataTest,testBasicSerializationAndDeserialization,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-serialization/src/test/java/org/apache/tika/serialization/JsonMetadataTest.java
tika,org.apache.tika.serialization,JsonMetadataTest,testBasicSerializationAndDeserialization,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.tika.metadata.Metadata.names; org.apache.tika.metadata.Metadata.add; org.apache.tika.serialization.JsonMetadata.toJson; org.apache.tika.serialization.JsonMetadata.fromJson; org.apache.tika.metadata.Metadata.get; org.apache.tika.serialization.JsonMetadata.setPrettyPrinting,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-serialization/src/test/java/org/apache/tika/serialization/JsonMetadataTest.java
tika,org.apache.tika.serialization,JsonMetadataTest,testNull,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-serialization/src/test/java/org/apache/tika/serialization/JsonMetadataTest.java
tika,org.apache.tika.batch,CommandLineParserBuilderTest,testBasic,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/CommandLineParserBuilderTest.java
tika,org.apache.tika.batch,RecursiveParserWrapperFSConsumerTest,testEmbeddedWithNPE,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/RecursiveParserWrapperFSConsumerTest.java
tika,org.apache.tika.batch,RecursiveParserWrapperFSConsumerTest,testEmbeddedWithNPE,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.tika.serialization.JsonMetadataList.fromJson; org.apache.tika.metadata.Metadata.get,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/RecursiveParserWrapperFSConsumerTest.java
tika,org.apache.tika.batch,RecursiveParserWrapperFSConsumerTest,testEmbeddedThenNPE,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/RecursiveParserWrapperFSConsumerTest.java
tika,org.apache.tika.batch,RecursiveParserWrapperFSConsumerTest,testEmbeddedThenNPE,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.tika.serialization.JsonMetadataList.fromJson; org.apache.tika.metadata.Metadata.get,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/RecursiveParserWrapperFSConsumerTest.java
tika,org.apache.tika.batch.fs,BatchProcessTest,oneHeavyHangTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/BatchProcessTest.java
tika,org.apache.tika.batch.fs,BatchProcessTest,allHeavyHangsTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/BatchProcessTest.java
tika,org.apache.tika.batch.fs,BatchProcessTest,allHeavyHangsTestWithExcessiveNumberConsumersTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/BatchProcessTest.java
tika,org.apache.tika.batch.fs,BatchProcessTest,allHeavyHangsTestWithStarvedCrawler,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/BatchProcessTest.java
tika,org.apache.tika.batch.fs,BatchProcessTest,outOfMemory,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/BatchProcessTest.java
tika,org.apache.tika.batch.fs,BatchProcessTest,noRestart,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/BatchProcessTest.java
tika,org.apache.tika.batch.fs,BatchProcessTest,testWaitAfterEarlyTermination,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/BatchProcessTest.java
tika,org.apache.tika.batch.fs,BatchProcessTest,testTimeOutAfterBeingAskedToShutdown,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/BatchProcessTest.java
tika,org.apache.tika.batch.fs,BatchProcessTest,testRedirectionOfStreams,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/BatchProcessTest.java
tika,org.apache.tika.batch.fs,BatchProcessTest,testConsumersManagerInitHang,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/BatchProcessTest.java
tika,org.apache.tika.batch.fs,BatchProcessTest,testConsumersManagerShutdownHang,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/BatchProcessTest.java
tika,org.apache.tika.batch.fs,BatchProcessTest,testHierarchicalWFileList,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/BatchProcessTest.java
tika,org.apache.tika.batch.fs,BatchProcessTest,testHandlingOfIllegalXMLCharsInException,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/BatchProcessTest.java
tika,org.apache.tika.batch.fs,OutputStreamFactoryTest,testIllegalState,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/OutputStreamFactoryTest.java
tika,org.apache.tika.batch.fs,OutputStreamFactoryTest,testSkip,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/OutputStreamFactoryTest.java
tika,org.apache.tika.batch.fs,HandlerBuilderTest,testXML,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/HandlerBuilderTest.java
tika,org.apache.tika.batch.fs,HandlerBuilderTest,testHTML,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/HandlerBuilderTest.java
tika,org.apache.tika.batch.fs,HandlerBuilderTest,testText,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/HandlerBuilderTest.java
tika,org.apache.tika.batch.fs,HandlerBuilderTest,testRecursiveParserWrapper,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/HandlerBuilderTest.java
tika,org.apache.tika.batch.fs,FSFileResourceTest,testRelativization,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/FSFileResourceTest.java
tika,org.apache.tika.batch.fs,BatchDriverTest,oneHeavyHangTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/BatchDriverTest.java
tika,org.apache.tika.batch.fs,BatchDriverTest,restartOnFullHangTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/BatchDriverTest.java
tika,org.apache.tika.batch.fs,BatchDriverTest,noRestartTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/BatchDriverTest.java
tika,org.apache.tika.batch.fs,BatchDriverTest,restartOnOOMTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/BatchDriverTest.java
tika,org.apache.tika.batch.fs,BatchDriverTest,allHeavyHangsTestWithStarvedCrawler,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/BatchDriverTest.java
tika,org.apache.tika.batch.fs,BatchDriverTest,maxRestarts,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/BatchDriverTest.java
tika,org.apache.tika.batch.fs,BatchDriverTest,testNoRestartIfProcessFails,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/BatchDriverTest.java
tika,org.apache.tika.batch.fs,BatchDriverTest,testNoRestartIfProcessFailsTake2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/BatchDriverTest.java
tika,org.apache.tika.batch.fs,BatchDriverTest,testSystemExit,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/BatchDriverTest.java
tika,org.apache.tika.batch.fs,BatchDriverTest,testThreadInterrupt,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/BatchDriverTest.java
tika,org.apache.tika.batch.fs.strawman,StrawmanTest,basicTest,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/strawman/StrawmanTest.java
tika,org.apache.tika.batch.fs.strawman,StrawmanTest,basicTest,Empty test,The tool detected the smell in this test method because the test is empty.,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-batch/src/test/java/org/apache/tika/batch/fs/strawman/StrawmanTest.java
tika,org.apache.tika.pipes.emitter.jdbc,JDBCEmitterTest,testBasic,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-emitters/tika-emitter-jdbc/src/test/java/org/apache/tika/pipes/emitter/jdbc/JDBCEmitterTest.java
tika,org.apache.tika.pipes.emitter.jdbc,JDBCEmitterTest,testBasic,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-emitters/tika-emitter-jdbc/src/test/java/org/apache/tika/pipes/emitter/jdbc/JDBCEmitterTest.java
tika,org.apache.tika.pipes.emitter.jdbc,JDBCEmitterTest,testTableExists,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-emitters/tika-emitter-jdbc/src/test/java/org/apache/tika/pipes/emitter/jdbc/JDBCEmitterTest.java
tika,org.apache.tika.pipes.emitter.jdbc,JDBCEmitterTest,testAttachments,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-emitters/tika-emitter-jdbc/src/test/java/org/apache/tika/pipes/emitter/jdbc/JDBCEmitterTest.java
tika,org.apache.tika.pipes.emitter.jdbc,JDBCEmitterTest,testMultiValuedFields,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-emitters/tika-emitter-jdbc/src/test/java/org/apache/tika/pipes/emitter/jdbc/JDBCEmitterTest.java
tika,org.apache.tika.pipes.emitter.jdbc,JDBCEmitterTest,testVarcharTruncation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-emitters/tika-emitter-jdbc/src/test/java/org/apache/tika/pipes/emitter/jdbc/JDBCEmitterTest.java
tika,org.apache.tika.pipes.emitter.solr,SolrEmitterDevTest,oneOff,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-emitters/tika-emitter-solr/src/test/java/org/apache/tika/pipes/emitter/solr/SolrEmitterDevTest.java
tika,org.apache.tika.pipes.emitter.azblob,TestAZBlobEmitter,testBasic,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-emitters/tika-emitter-az-blob/src/test/java/org/apache/tika/pipes/emitter/azblob/TestAZBlobEmitter.java
tika,org.apache.tika.pipes.emitter.gcs,TestGCSEmitter,testBasic,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-emitters/tika-emitter-gcs/src/test/java/org/apache/tika/pipes/emitter/gcs/TestGCSEmitter.java
tika,org.apache.tika.pipes.emitter.opensearch,OpenSearchClientTest,testSerialization,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-emitters/tika-emitter-opensearch/src/test/java/org/apache/tika/pipes/emitter/opensearch/OpenSearchClientTest.java
tika,org.apache.tika.pipes.reporters.jdbc,TestJDBCPipesReporter,testBasic,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-pipes-reporters/tika-pipes-reporter-jdbc/src/test/java/org/apache/tika/pipes/reporters/jdbc/TestJDBCPipesReporter.java
tika,org.apache.tika.pipes.reporters.jdbc,TestJDBCPipesReporter,testIncludes,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-pipes-reporters/tika-pipes-reporter-jdbc/src/test/java/org/apache/tika/pipes/reporters/jdbc/TestJDBCPipesReporter.java
tika,org.apache.tika.pipes.reporters.jdbc,TestJDBCPipesReporter,testIncludes,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-pipes-reporters/tika-pipes-reporter-jdbc/src/test/java/org/apache/tika/pipes/reporters/jdbc/TestJDBCPipesReporter.java
tika,org.apache.tika.pipes.reporters.jdbc,TestJDBCPipesReporter,testExcludes,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-pipes-reporters/tika-pipes-reporter-jdbc/src/test/java/org/apache/tika/pipes/reporters/jdbc/TestJDBCPipesReporter.java
tika,org.apache.tika.pipes.reporters.jdbc,TestJDBCPipesReporter,testExcludes,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-pipes-reporters/tika-pipes-reporter-jdbc/src/test/java/org/apache/tika/pipes/reporters/jdbc/TestJDBCPipesReporter.java
tika,org.apache.tika.pipes.reporters.jdbc,TestJDBCPipesReporter,testAdvanced,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-pipes-reporters/tika-pipes-reporter-jdbc/src/test/java/org/apache/tika/pipes/reporters/jdbc/TestJDBCPipesReporter.java
tika,org.apache.tika.pipes.reporters.fs,TestFileSystemStatusReporter,testBasic,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-pipes-reporters/tika-pipes-reporter-fs-status/src/test/java/org/apache/tika/pipes/reporters/fs/TestFileSystemStatusReporter.java
tika,org.apache.tika.pipes.fetcher.s3,TestS3Fetcher,testBasic,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-fetchers/tika-fetcher-s3/src/test/java/org/apache/tika/pipes/fetcher/s3/TestS3Fetcher.java
tika,org.apache.tika.pipes.fetcher.s3,TestS3Fetcher,testConfig,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-pipes/tika-fetchers/tika-fetcher-s3/src/test/java/org/apache/tika/pipes/fetcher/s3/TestS3Fetcher.java
